batch,feature,icc_A,n_A
wavelet,wavelet-LHL_firstorder_RobustMeanAbsoluteDeviation,0.8091417445458797,22
wavelet,wavelet-LHL_glcm_Autocorrelation,0.8189539358945134,22
wavelet,wavelet-LHL_glcm_DifferenceAverage,0.7730084274124286,22
wavelet,wavelet-LHL_glcm_Idmn,0.7944716203589609,22
wavelet,wavelet-LHL_glcm_Idn,0.7681181041681479,22
wavelet,wavelet-LHL_glcm_JointAverage,0.7805543868625762,22
wavelet,wavelet-LHL_glcm_SumAverage,0.7805543868625757,22
wavelet,wavelet-LHL_glcm_SumEntropy,0.7552897454496377,22
wavelet,wavelet-LHL_glrlm_GrayLevelNonUniformity,0.7780373977892784,22
wavelet,wavelet-LHL_glrlm_HighGrayLevelRunEmphasis,0.8195271549903229,22
wavelet,wavelet-LHL_glrlm_LongRunHighGrayLevelEmphasis,0.8241400463081324,22
wavelet,wavelet-LHL_glrlm_RunEntropy,0.7658235486016501,22
wavelet,wavelet-LHL_glrlm_ShortRunHighGrayLevelEmphasis,0.8190029933766031,22
wavelet,wavelet-LHL_glszm_GrayLevelNonUniformity,0.7512657467604039,22
wavelet,wavelet-LHL_glszm_HighGrayLevelZoneEmphasis,0.8181084622138568,22
wavelet,wavelet-LHL_glszm_LargeAreaHighGrayLevelEmphasis,0.8073101995168477,22
wavelet,wavelet-LHL_glszm_SmallAreaHighGrayLevelEmphasis,0.8187513778551737,22
wavelet,wavelet-LHL_glszm_ZoneEntropy,0.7588856213576399,22
wavelet,wavelet-LHL_glszm_ZonePercentage,0.7891631700345375,22
wavelet,wavelet-LHL_gldm_DependenceNonUniformityNormalized,0.8004764571517349,22
wavelet,wavelet-LHL_gldm_HighGrayLevelEmphasis,0.8196533998970424,22
wavelet,wavelet-LHL_gldm_LargeDependenceHighGrayLevelEmphasis,0.8655711023056838,22
wavelet,wavelet-LHL_gldm_SmallDependenceEmphasis,0.7553773320621235,22
wavelet,wavelet-LHL_gldm_SmallDependenceHighGrayLevelEmphasis,0.8353795780886727,22
wavelet,wavelet-LHL_ngtdm_Contrast,0.9155744064392998,22
wavelet,wavelet-LHL_ngtdm_Strength,0.9717402443689589,22
wavelet,wavelet-LHH_firstorder_10Percentile,0.7828931042972003,22
wavelet,wavelet-LHH_firstorder_90Percentile,0.8086203253892349,22
wavelet,wavelet-LHH_firstorder_InterquartileRange,0.7997636236512279,22
wavelet,wavelet-LHH_firstorder_Kurtosis,0.7709408746036004,22
wavelet,wavelet-LHH_firstorder_MeanAbsoluteDeviation,0.7798282306334806,22
wavelet,wavelet-LHH_firstorder_RobustMeanAbsoluteDeviation,0.8007594735782072,22
wavelet,wavelet-LHH_firstorder_RootMeanSquared,0.7549409000551075,22
wavelet,wavelet-LHH_firstorder_Variance,0.7892238378060789,22
wavelet,wavelet-LHH_glcm_ClusterTendency,0.7869191878323765,22
wavelet,wavelet-LHH_glcm_Contrast,0.8042865708130018,22
wavelet,wavelet-LHH_glcm_DifferenceAverage,0.7925395539799213,22
wavelet,wavelet-LHH_glcm_Imc2,0.8078742345598412,22
wavelet,wavelet-LHH_glcm_SumSquares,0.7956067236795747,22
wavelet,wavelet-LHH_glrlm_GrayLevelNonUniformity,0.788194806804266,22
wavelet,wavelet-LHH_glrlm_GrayLevelVariance,0.7828631855930119,22
wavelet,wavelet-LHH_glszm_LargeAreaHighGrayLevelEmphasis,0.8955746736434684,22
wavelet,wavelet-LHH_glszm_ZonePercentage,0.8021909998959378,22
wavelet,wavelet-LHH_gldm_DependenceNonUniformityNormalized,0.8025842376541054,22
wavelet,wavelet-LHH_gldm_GrayLevelNonUniformity,0.7703345461318731,22
wavelet,wavelet-LHH_gldm_GrayLevelVariance,0.7890784349894955,22
wavelet,wavelet-LHH_gldm_SmallDependenceEmphasis,0.7717893661775441,22
wavelet,wavelet-LHH_ngtdm_Contrast,0.8819791296875711,22
wavelet,wavelet-LHH_ngtdm_Strength,0.9293591582586543,22
wavelet,wavelet-HLL_firstorder_10Percentile,0.7943322084188893,22
wavelet,wavelet-HLL_firstorder_InterquartileRange,0.7887630528635463,22
wavelet,wavelet-HLL_firstorder_RobustMeanAbsoluteDeviation,0.7798891397704756,22
wavelet,wavelet-HLL_firstorder_Uniformity,0.8175897150123645,22
wavelet,wavelet-HLL_glcm_Id,0.8156243909702632,22
wavelet,wavelet-HLL_glcm_Idm,0.827311466295762,22
wavelet,wavelet-HLL_glcm_Imc1,0.7977167335142996,22
wavelet,wavelet-HLL_glcm_Imc2,0.7949804516604638,22
wavelet,wavelet-HLL_glcm_InverseVariance,0.8098574809306882,22
wavelet,wavelet-HLL_glcm_JointEnergy,0.8495105335786929,22
wavelet,wavelet-HLL_glcm_MaximumProbability,0.8582608221753874,22
wavelet,wavelet-HLL_glrlm_GrayLevelNonUniformity,0.8146744359899681,22
wavelet,wavelet-HLL_glrlm_GrayLevelNonUniformityNormalized,0.8056300723471264,22
wavelet,wavelet-HLL_glrlm_LongRunEmphasis,0.8966909490153216,22
wavelet,wavelet-HLL_glrlm_LongRunLowGrayLevelEmphasis,0.8496982962090672,22
wavelet,wavelet-HLL_glrlm_LowGrayLevelRunEmphasis,0.7914998454904957,22
wavelet,wavelet-HLL_glrlm_RunLengthNonUniformityNormalized,0.8724962556144056,22
wavelet,wavelet-HLL_glrlm_RunPercentage,0.8832320335283599,22
wavelet,wavelet-HLL_glrlm_RunVariance,0.9023732791534801,22
wavelet,wavelet-HLL_glrlm_ShortRunEmphasis,0.8792720260715319,22
wavelet,wavelet-HLL_glrlm_ShortRunLowGrayLevelEmphasis,0.7710417802367915,22
wavelet,wavelet-HLL_glszm_GrayLevelNonUniformity,0.7737808200402693,22
wavelet,wavelet-HLL_glszm_LargeAreaEmphasis,0.7559644876036903,22
wavelet,wavelet-HLL_glszm_LargeAreaHighGrayLevelEmphasis,0.783312782586949,22
wavelet,wavelet-HLL_glszm_LargeAreaLowGrayLevelEmphasis,0.9682091666859316,22
wavelet,wavelet-HLL_glszm_LowGrayLevelZoneEmphasis,0.8552827340159608,22
wavelet,wavelet-HLL_glszm_SmallAreaLowGrayLevelEmphasis,0.8624374211511183,22
wavelet,wavelet-HLL_glszm_ZonePercentage,0.8314273553650147,22
wavelet,wavelet-HLL_glszm_ZoneVariance,0.7542049673754379,22
wavelet,wavelet-HLL_gldm_DependenceNonUniformityNormalized,0.867550262895918,22
wavelet,wavelet-HLL_gldm_DependenceVariance,0.8924584983059833,22
wavelet,wavelet-HLL_gldm_GrayLevelNonUniformity,0.811114935252889,22
wavelet,wavelet-HLL_gldm_LargeDependenceEmphasis,0.8997448258444493,22
wavelet,wavelet-HLL_gldm_LargeDependenceLowGrayLevelEmphasis,0.88761282360023,22
wavelet,wavelet-HLL_gldm_LowGrayLevelEmphasis,0.7883842895096228,22
wavelet,wavelet-HLL_gldm_SmallDependenceEmphasis,0.8280946918519151,22
wavelet,wavelet-HLL_ngtdm_Busyness,0.7534051024982636,22
wavelet,wavelet-HLL_ngtdm_Contrast,0.8826726885558729,22
wavelet,wavelet-HLL_ngtdm_Strength,0.9067409248894973,22
wavelet,wavelet-HLH_glrlm_GrayLevelNonUniformity,0.8070692081408719,22
wavelet,wavelet-HLH_gldm_DependenceVariance,0.7861936608216339,22
wavelet,wavelet-HLH_gldm_GrayLevelNonUniformity,0.8061214466950739,22
wavelet,wavelet-HLH_ngtdm_Busyness,0.7949107720894172,22
wavelet,wavelet-HLH_ngtdm_Strength,0.7645009010242728,22
wavelet,wavelet-HHL_firstorder_Variance,0.7531178301209631,22
wavelet,wavelet-HHL_glcm_ClusterTendency,0.7613509969892961,22
wavelet,wavelet-HHL_glcm_Contrast,0.7725833375792144,22
wavelet,wavelet-HHL_glcm_Imc1,0.8937796103311675,22
wavelet,wavelet-HHL_glcm_Imc2,0.7636932554897894,22
wavelet,wavelet-HHL_glcm_SumSquares,0.7671671270555813,22
wavelet,wavelet-HHL_gldm_GrayLevelVariance,0.7539841854153317,22
wavelet,wavelet-HHL_ngtdm_Strength,0.9194874992466401,22
wavelet,wavelet-HHH_firstorder_Variance,0.7959427122758793,22
wavelet,wavelet-HHH_glcm_ClusterTendency,0.8081338393521076,22
wavelet,wavelet-HHH_glcm_Contrast,0.8088834735730492,22
wavelet,wavelet-HHH_glcm_DifferenceVariance,0.7930429073626544,22
wavelet,wavelet-HHH_glcm_Imc2,0.9272735564182285,22
wavelet,wavelet-HHH_glcm_SumSquares,0.8085398911212296,22
wavelet,wavelet-HHH_glrlm_GrayLevelVariance,0.7930706364265507,22
wavelet,wavelet-HHH_gldm_GrayLevelVariance,0.7961182276762663,22
wavelet,wavelet-HHH_ngtdm_Contrast,0.7998257720848898,22
wavelet,wavelet-HHH_ngtdm_Strength,0.8998976074287811,22
wavelet,wavelet-LLL_firstorder_10Percentile,0.8773666266542446,22
wavelet,wavelet-LLL_firstorder_90Percentile,0.8717725823900401,22
wavelet,wavelet-LLL_firstorder_Entropy,0.798625224228251,22
wavelet,wavelet-LLL_firstorder_InterquartileRange,0.8200875367865024,22
wavelet,wavelet-LLL_firstorder_Maximum,0.7532287066049507,22
wavelet,wavelet-LLL_firstorder_MeanAbsoluteDeviation,0.8047052781028984,22
wavelet,wavelet-LLL_firstorder_Mean,0.8983322130658898,22
wavelet,wavelet-LLL_firstorder_Median,0.9085694983912865,22
wavelet,wavelet-LLL_firstorder_RobustMeanAbsoluteDeviation,0.818249413458675,22
wavelet,wavelet-LLL_firstorder_RootMeanSquared,0.8953678109673651,22
wavelet,wavelet-LLL_firstorder_Uniformity,0.8232677967431711,22
wavelet,wavelet-LLL_glcm_Correlation,0.8238980288814873,22
wavelet,wavelet-LLL_glcm_DifferenceAverage,0.7610146405617239,22
wavelet,wavelet-LLL_glcm_Id,0.7930279930697908,22
wavelet,wavelet-LLL_glcm_Idm,0.7938600407487295,22
wavelet,wavelet-LLL_glcm_Idn,0.8406833899670253,22
wavelet,wavelet-LLL_glcm_Imc2,0.8573751528416206,22
wavelet,wavelet-LLL_glcm_InverseVariance,0.771530692422659,22
wavelet,wavelet-LLL_glcm_JointAverage,0.8024058200161232,22
wavelet,wavelet-LLL_glcm_JointEnergy,0.8413267155227486,22
wavelet,wavelet-LLL_glcm_JointEntropy,0.791771309342731,22
wavelet,wavelet-LLL_glcm_MCC,0.7942879389369701,22
wavelet,wavelet-LLL_glcm_MaximumProbability,0.7789326803909561,22
wavelet,wavelet-LLL_glcm_SumAverage,0.8024058200161235,22
wavelet,wavelet-LLL_glcm_SumEntropy,0.8228310262613097,22
wavelet,wavelet-LLL_glrlm_GrayLevelNonUniformity,0.8425397556201584,22
wavelet,wavelet-LLL_glrlm_GrayLevelNonUniformityNormalized,0.7819006044091913,22
wavelet,wavelet-LLL_glrlm_LongRunEmphasis,0.8615325706718671,22
wavelet,wavelet-LLL_glrlm_LongRunLowGrayLevelEmphasis,0.7887342163646103,22
wavelet,wavelet-LLL_glrlm_RunLengthNonUniformityNormalized,0.8109310116836811,22
wavelet,wavelet-LLL_glrlm_RunPercentage,0.8381415811001376,22
wavelet,wavelet-LLL_glrlm_RunVariance,0.828721513723053,22
wavelet,wavelet-LLL_glrlm_ShortRunEmphasis,0.7917553053375183,22
wavelet,wavelet-LLL_glszm_GrayLevelNonUniformityNormalized,0.7822822917181089,22
wavelet,wavelet-LLL_glszm_LargeAreaEmphasis,0.8251167142136225,22
wavelet,wavelet-LLL_glszm_LargeAreaHighGrayLevelEmphasis,0.875001925285803,22
wavelet,wavelet-LLL_glszm_LargeAreaLowGrayLevelEmphasis,0.7762151630785153,22
wavelet,wavelet-LLL_glszm_ZoneEntropy,0.8117146866033136,22
wavelet,wavelet-LLL_glszm_ZoneVariance,0.8240457244768481,22
wavelet,wavelet-LLL_gldm_DependenceNonUniformityNormalized,0.9096450338215586,22
wavelet,wavelet-LLL_gldm_DependenceVariance,0.8656388475905359,22
wavelet,wavelet-LLL_gldm_GrayLevelNonUniformity,0.8606475763058181,22
wavelet,wavelet-LLL_gldm_LargeDependenceEmphasis,0.8455309528099095,22
wavelet,wavelet-LLL_gldm_LargeDependenceHighGrayLevelEmphasis,0.8240093232654812,22
wavelet,wavelet-LLL_ngtdm_Busyness,0.7975543812379179,22
wavelet,wavelet-LLL_ngtdm_Contrast,0.8926536130833879,22
wavelet,wavelet-LLL_ngtdm_Strength,0.7617436222574793,22
log,log-sigma-1-0-mm-3D_firstorder_10Percentile,0.7989606850052774,22
log,log-sigma-1-0-mm-3D_glcm_Id,0.7545027890466779,22
log,log-sigma-1-0-mm-3D_glcm_Idm,0.7609384179553002,22
log,log-sigma-1-0-mm-3D_glcm_MaximumProbability,0.7538664995259318,22
log,log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformity,0.8750454754439173,22
log,log-sigma-1-0-mm-3D_glrlm_LongRunEmphasis,0.8167990013083244,22
log,log-sigma-1-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,0.8038654075624182,22
log,log-sigma-1-0-mm-3D_glrlm_RunPercentage,0.8153203607902043,22
log,log-sigma-1-0-mm-3D_glrlm_RunVariance,0.8278386795689718,22
log,log-sigma-1-0-mm-3D_glrlm_ShortRunEmphasis,0.8026764506281568,22
log,log-sigma-1-0-mm-3D_glszm_LargeAreaEmphasis,0.7735303766338028,22
log,log-sigma-1-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.8940471329720988,22
log,log-sigma-1-0-mm-3D_glszm_ZonePercentage,0.7565734509510322,22
log,log-sigma-1-0-mm-3D_glszm_ZoneVariance,0.7731426546260256,22
log,log-sigma-1-0-mm-3D_gldm_DependenceNonUniformityNormalized,0.8218457521046038,22
log,log-sigma-1-0-mm-3D_gldm_DependenceVariance,0.8632664810567461,22
log,log-sigma-1-0-mm-3D_gldm_GrayLevelNonUniformity,0.8806141728398422,22
log,log-sigma-1-0-mm-3D_gldm_LargeDependenceEmphasis,0.8223475853875267,22
log,log-sigma-1-0-mm-3D_ngtdm_Busyness,0.7818563373263215,22
log,log-sigma-1-0-mm-3D_ngtdm_Strength,0.797519099298319,22
log,log-sigma-2-0-mm-3D_firstorder_10Percentile,0.893954519583453,22
log,log-sigma-2-0-mm-3D_firstorder_Entropy,0.8487818602731897,22
log,log-sigma-2-0-mm-3D_firstorder_Kurtosis,0.780986981256688,22
log,log-sigma-2-0-mm-3D_firstorder_MeanAbsoluteDeviation,0.7832946734867815,22
log,log-sigma-2-0-mm-3D_firstorder_Minimum,0.7930554750527741,22
log,log-sigma-2-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,0.7625298173603041,22
log,log-sigma-2-0-mm-3D_firstorder_Skewness,0.8023858989052627,22
log,log-sigma-2-0-mm-3D_firstorder_Uniformity,0.8550087490731508,22
log,log-sigma-2-0-mm-3D_glcm_ClusterShade,0.770360874953234,22
log,log-sigma-2-0-mm-3D_glcm_DifferenceAverage,0.8134889172551516,22
log,log-sigma-2-0-mm-3D_glcm_DifferenceEntropy,0.8268768299143057,22
log,log-sigma-2-0-mm-3D_glcm_Id,0.8450213561709973,22
log,log-sigma-2-0-mm-3D_glcm_Idm,0.8461798987580201,22
log,log-sigma-2-0-mm-3D_glcm_Idmn,0.905821797997629,22
log,log-sigma-2-0-mm-3D_glcm_Idn,0.9010453114676122,22
log,log-sigma-2-0-mm-3D_glcm_InverseVariance,0.7920966467688602,22
log,log-sigma-2-0-mm-3D_glcm_JointEnergy,0.7884012865142117,22
log,log-sigma-2-0-mm-3D_glcm_JointEntropy,0.8214509827695083,22
log,log-sigma-2-0-mm-3D_glcm_SumEntropy,0.8253621790381824,22
log,log-sigma-2-0-mm-3D_glrlm_GrayLevelNonUniformity,0.8525602206060244,22
log,log-sigma-2-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,0.8837626057023813,22
log,log-sigma-2-0-mm-3D_glrlm_LongRunEmphasis,0.8537482511076985,22
log,log-sigma-2-0-mm-3D_glrlm_RunEntropy,0.7697721205045571,22
log,log-sigma-2-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,0.872960750994444,22
log,log-sigma-2-0-mm-3D_glrlm_RunPercentage,0.8733983399007954,22
log,log-sigma-2-0-mm-3D_glrlm_RunVariance,0.8568968835247238,22
log,log-sigma-2-0-mm-3D_glrlm_ShortRunEmphasis,0.8666449205340532,22
log,log-sigma-2-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,0.9441740091302686,22
log,log-sigma-2-0-mm-3D_glszm_LargeAreaEmphasis,0.8598318216930131,22
log,log-sigma-2-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.9225674490789757,22
log,log-sigma-2-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,0.7945738451540758,22
log,log-sigma-2-0-mm-3D_glszm_ZoneEntropy,0.8633004328901216,22
log,log-sigma-2-0-mm-3D_glszm_ZonePercentage,0.8452666672242226,22
log,log-sigma-2-0-mm-3D_glszm_ZoneVariance,0.8586661893520161,22
log,log-sigma-2-0-mm-3D_gldm_DependenceNonUniformityNormalized,0.8927229360986282,22
log,log-sigma-2-0-mm-3D_gldm_DependenceVariance,0.8308735677733388,22
log,log-sigma-2-0-mm-3D_gldm_GrayLevelNonUniformity,0.8956903352360526,22
log,log-sigma-2-0-mm-3D_gldm_LargeDependenceEmphasis,0.856423245092972,22
log,log-sigma-2-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,0.8330688997454044,22
log,log-sigma-2-0-mm-3D_gldm_SmallDependenceEmphasis,0.8395444125419508,22
log,log-sigma-2-0-mm-3D_ngtdm_Contrast,0.8487707059674559,22
log,log-sigma-3-0-mm-3D_firstorder_10Percentile,0.9396564413691525,22
log,log-sigma-3-0-mm-3D_firstorder_Entropy,0.8902774547762781,22
log,log-sigma-3-0-mm-3D_firstorder_InterquartileRange,0.8060559036143142,22
log,log-sigma-3-0-mm-3D_firstorder_Kurtosis,0.93377430512232,22
log,log-sigma-3-0-mm-3D_firstorder_MeanAbsoluteDeviation,0.8086183924563694,22
log,log-sigma-3-0-mm-3D_firstorder_Mean,0.7956621869577718,22
log,log-sigma-3-0-mm-3D_firstorder_Minimum,0.8431360251696509,22
log,log-sigma-3-0-mm-3D_firstorder_Range,0.7975919479393296,22
log,log-sigma-3-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,0.8100292538965245,22
log,log-sigma-3-0-mm-3D_firstorder_RootMeanSquared,0.7576594321770926,22
log,log-sigma-3-0-mm-3D_firstorder_Skewness,0.7899481268782994,22
log,log-sigma-3-0-mm-3D_firstorder_Uniformity,0.9372742956604397,22
log,log-sigma-3-0-mm-3D_glcm_DifferenceAverage,0.8378316811772889,22
log,log-sigma-3-0-mm-3D_glcm_DifferenceEntropy,0.8462485574343317,22
log,log-sigma-3-0-mm-3D_glcm_Id,0.8856938342529243,22
log,log-sigma-3-0-mm-3D_glcm_Idm,0.8863454380895102,22
log,log-sigma-3-0-mm-3D_glcm_Idmn,0.9599924383248511,22
log,log-sigma-3-0-mm-3D_glcm_Idn,0.9605964767316264,22
log,log-sigma-3-0-mm-3D_glcm_Imc2,0.7500196469523178,22
log,log-sigma-3-0-mm-3D_glcm_InverseVariance,0.8320666402371131,22
log,log-sigma-3-0-mm-3D_glcm_JointEnergy,0.914033113566522,22
log,log-sigma-3-0-mm-3D_glcm_JointEntropy,0.8685532188404106,22
log,log-sigma-3-0-mm-3D_glcm_MaximumProbability,0.8905856276216736,22
log,log-sigma-3-0-mm-3D_glcm_SumEntropy,0.8820695038593523,22
log,log-sigma-3-0-mm-3D_glrlm_GrayLevelNonUniformity,0.7883834035949061,22
log,log-sigma-3-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,0.9427290243926192,22
log,log-sigma-3-0-mm-3D_glrlm_LongRunEmphasis,0.9322911983885045,22
log,log-sigma-3-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,0.8413931973952633,22
log,log-sigma-3-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,0.7724384824118722,22
log,log-sigma-3-0-mm-3D_glrlm_RunEntropy,0.7951515229064753,22
log,log-sigma-3-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,0.9082481235705969,22
log,log-sigma-3-0-mm-3D_glrlm_RunPercentage,0.9224192004456133,22
log,log-sigma-3-0-mm-3D_glrlm_RunVariance,0.9418964482852813,22
log,log-sigma-3-0-mm-3D_glrlm_ShortRunEmphasis,0.9061129600168417,22
log,log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,0.9514487306471863,22
log,log-sigma-3-0-mm-3D_glszm_GrayLevelVariance,0.8039574906295239,22
log,log-sigma-3-0-mm-3D_glszm_LargeAreaEmphasis,0.920754837705914,22
log,log-sigma-3-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.939616856483557,22
log,log-sigma-3-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,0.9670616066280411,22
log,log-sigma-3-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,0.7531202804467044,22
log,log-sigma-3-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,0.7973084468017338,22
log,log-sigma-3-0-mm-3D_glszm_ZoneEntropy,0.8690524858005139,22
log,log-sigma-3-0-mm-3D_glszm_ZonePercentage,0.7650549431395359,22
log,log-sigma-3-0-mm-3D_glszm_ZoneVariance,0.9194263244445429,22
log,log-sigma-3-0-mm-3D_gldm_DependenceEntropy,0.7907092183726993,22
log,log-sigma-3-0-mm-3D_gldm_DependenceNonUniformityNormalized,0.9143542770498801,22
log,log-sigma-3-0-mm-3D_gldm_DependenceVariance,0.9313245297204106,22
log,log-sigma-3-0-mm-3D_gldm_GrayLevelNonUniformity,0.8679797612930299,22
log,log-sigma-3-0-mm-3D_gldm_LargeDependenceEmphasis,0.9294841138825245,22
log,log-sigma-3-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,0.9095714376630536,22
log,log-sigma-3-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,0.7545112421369269,22
log,log-sigma-3-0-mm-3D_gldm_SmallDependenceEmphasis,0.8102061812853137,22
log,log-sigma-3-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,0.8129016157150459,22
log,log-sigma-3-0-mm-3D_ngtdm_Busyness,0.8308142427777273,22
log,log-sigma-3-0-mm-3D_ngtdm_Contrast,0.879919882066789,22
