影像号,reader,structural_state,habitat_present,extractable,status,failure_class,failure_reason,R_low__original_firstorder_10Percentile,R_low__original_firstorder_90Percentile,R_low__original_firstorder_Energy,R_low__original_firstorder_Entropy,R_low__original_firstorder_InterquartileRange,R_low__original_firstorder_Kurtosis,R_low__original_firstorder_Maximum,R_low__original_firstorder_Mean,R_low__original_firstorder_MeanAbsoluteDeviation,R_low__original_firstorder_Median,R_low__original_firstorder_Minimum,R_low__original_firstorder_Range,R_low__original_firstorder_RobustMeanAbsoluteDeviation,R_low__original_firstorder_RootMeanSquared,R_low__original_firstorder_Skewness,R_low__original_firstorder_TotalEnergy,R_low__original_firstorder_Uniformity,R_low__original_firstorder_Variance,R_low__original_glcm_Autocorrelation,R_low__original_glcm_ClusterProminence,R_low__original_glcm_ClusterShade,R_low__original_glcm_ClusterTendency,R_low__original_glcm_Contrast,R_low__original_glcm_Correlation,R_low__original_glcm_DifferenceAverage,R_low__original_glcm_DifferenceEntropy,R_low__original_glcm_DifferenceVariance,R_low__original_glcm_Id,R_low__original_glcm_Idm,R_low__original_glcm_Idmn,R_low__original_glcm_Idn,R_low__original_glcm_Imc1,R_low__original_glcm_Imc2,R_low__original_glcm_InverseVariance,R_low__original_glcm_JointAverage,R_low__original_glcm_JointEnergy,R_low__original_glcm_JointEntropy,R_low__original_glcm_MCC,R_low__original_glcm_MaximumProbability,R_low__original_glcm_SumAverage,R_low__original_glcm_SumEntropy,R_low__original_glcm_SumSquares,R_low__original_gldm_DependenceEntropy,R_low__original_gldm_DependenceNonUniformity,R_low__original_gldm_DependenceNonUniformityNormalized,R_low__original_gldm_DependenceVariance,R_low__original_gldm_GrayLevelNonUniformity,R_low__original_gldm_GrayLevelVariance,R_low__original_gldm_HighGrayLevelEmphasis,R_low__original_gldm_LargeDependenceEmphasis,R_low__original_gldm_LargeDependenceHighGrayLevelEmphasis,R_low__original_gldm_LargeDependenceLowGrayLevelEmphasis,R_low__original_gldm_LowGrayLevelEmphasis,R_low__original_gldm_SmallDependenceEmphasis,R_low__original_gldm_SmallDependenceHighGrayLevelEmphasis,R_low__original_gldm_SmallDependenceLowGrayLevelEmphasis,R_low__original_glrlm_GrayLevelNonUniformity,R_low__original_glrlm_GrayLevelNonUniformityNormalized,R_low__original_glrlm_GrayLevelVariance,R_low__original_glrlm_HighGrayLevelRunEmphasis,R_low__original_glrlm_LongRunEmphasis,R_low__original_glrlm_LongRunHighGrayLevelEmphasis,R_low__original_glrlm_LongRunLowGrayLevelEmphasis,R_low__original_glrlm_LowGrayLevelRunEmphasis,R_low__original_glrlm_RunEntropy,R_low__original_glrlm_RunLengthNonUniformity,R_low__original_glrlm_RunLengthNonUniformityNormalized,R_low__original_glrlm_RunPercentage,R_low__original_glrlm_RunVariance,R_low__original_glrlm_ShortRunEmphasis,R_low__original_glrlm_ShortRunHighGrayLevelEmphasis,R_low__original_glrlm_ShortRunLowGrayLevelEmphasis,R_low__original_glszm_GrayLevelNonUniformity,R_low__original_glszm_GrayLevelNonUniformityNormalized,R_low__original_glszm_GrayLevelVariance,R_low__original_glszm_HighGrayLevelZoneEmphasis,R_low__original_glszm_LargeAreaEmphasis,R_low__original_glszm_LargeAreaHighGrayLevelEmphasis,R_low__original_glszm_LargeAreaLowGrayLevelEmphasis,R_low__original_glszm_LowGrayLevelZoneEmphasis,R_low__original_glszm_SizeZoneNonUniformity,R_low__original_glszm_SizeZoneNonUniformityNormalized,R_low__original_glszm_SmallAreaEmphasis,R_low__original_glszm_SmallAreaHighGrayLevelEmphasis,R_low__original_glszm_SmallAreaLowGrayLevelEmphasis,R_low__original_glszm_ZoneEntropy,R_low__original_glszm_ZonePercentage,R_low__original_glszm_ZoneVariance,R_low__original_ngtdm_Busyness,R_low__original_ngtdm_Coarseness,R_low__original_ngtdm_Complexity,R_low__original_ngtdm_Contrast,R_low__original_ngtdm_Strength,R_low__original_shape_Elongation,R_low__original_shape_Flatness,R_low__original_shape_LeastAxisLength,R_low__original_shape_MajorAxisLength,R_low__original_shape_Maximum2DDiameterColumn,R_low__original_shape_Maximum2DDiameterRow,R_low__original_shape_Maximum2DDiameterSlice,R_low__original_shape_Maximum3DDiameter,R_low__original_shape_MeshVolume,R_low__original_shape_MinorAxisLength,R_low__original_shape_Sphericity,R_low__original_shape_SurfaceArea,R_low__original_shape_SurfaceVolumeRatio,R_low__original_shape_VoxelVolume
IMG-5B9E750116,R1,dual-habitat,1,1,extractable,none,,1.3961760997772217,2.901888561248779,22922.496940501682,3.315109747359711,0.8144627809524536,3.5130535703251478,5.68717622756958,2.1220789440980914,0.4821039258891486,2.076556921005249,0.29260846972465515,5.394567757844925,0.3391156270004663,2.2063104220835603,0.458546817612555,45844.99388100336,0.11723591423930745,0.36458663361006854,64.77941277213642,867.4618440974957,25.069254274597867,17.005951956693817,5.051996466706484,0.5411474331293527,1.6798898362245838,2.3815812378066235,2.210793504659664,0.49826746245921466,0.43559775089384617,0.990012388045294,0.93247997136599,-0.09837752284815998,0.6792131806178112,0.4168840983224157,7.86053312778933,0.019474078855117052,6.184493664424622,0.574630730607383,0.044114766079751226,15.721066255578657,4.059487891473159,5.514487105850074,6.483357870436166,507.23444468039924,0.10771595767262672,7.523750533322216,552.0639201528987,6.006761044273872,70.48332979401147,30.935867487789338,1845.5349331068167,0.669564163620688,0.022480328015692035,0.1668608653147433,14.980032151736937,0.004823456557210786,455.5001085736567,0.11348528091111729,6.35563360830739,71.99788527696579,1.5963417933702557,108.4960545848669,0.035476615288659245,0.022661505813477513,4.042422664419285,3006.3246788936112,0.7479959465923197,0.852361272195632,0.2165307073598921,0.888172076116117,65.00795985570855,0.020270455838044297,63.54891994917408,0.08074830997353759,12.047997235896533,94.6569250317662,1581.7598475222364,85136.19313850063,33.72799376322055,0.029296294178841754,304.0851334180432,0.386385175880614,0.6457348292549016,63.138885512999956,0.021559685970948213,5.744924179972469,0.16712677850923763,1545.957795756649,2.937543168669262,0.0017429958681931842,228.1224325639814,0.03893464319996869,0.33074864039305996,0.6686872872006823,0.4028557733760683,19.707889303262547,48.920458897991544,59.80802621722272,59.464274989274024,35.4400902933387,60.340699366182356,9205.66666666667,32.712488949110444,0.3404255982368094,6239.724458224094,0.6778134255955489,9417.999999999998
IMG-81E9925726,R1,dual-habitat,1,1,extractable,none,,1.7976449251174926,3.0464936256408692,14191.263121785787,3.101636164263643,0.6381239891052246,5.460439545759092,5.609753131866455,2.4013063157545225,0.40306314195924925,2.352593183517456,0.6896635293960571,4.920089602470398,0.265459211875,2.460022632532859,0.8358990486676704,28382.526243571574,0.14319902164474616,0.28543933049133813,64.48502317470232,489.24370600919724,18.29456104188754,10.757839090738248,5.727106147565144,0.30397768102871636,1.7887045765003173,2.4545863549929603,2.505884406129913,0.4843693024459761,0.41905715213283934,0.9876803315784778,0.9256369384878537,-0.04830935318371365,0.4898327546784944,0.4097900194232641,7.951392198475714,0.025063786492568383,5.894847087683524,0.3557551477250736,0.054848012695228356,15.902784396951432,3.7100039277275836,4.121236309575848,6.013514485353669,298.298933901919,0.1272063684016712,6.11200058192134,335.80170575692966,4.737231781997718,71.23795309168443,22.93773987206823,1415.805117270789,0.42937407765513214,0.01942460152741441,0.22112236440536234,20.004644706649255,0.004816025991349552,284.56549715043315,0.13776755310815503,5.050421649681093,72.39145595462013,1.4586671294627875,101.11038570249376,0.028094223672518816,0.01951824908803216,3.7210341005310363,1639.2633941975173,0.7924753147046648,0.880695423979006,0.1656142059958999,0.9104326406815091,66.74473645006671,0.017836644236853237,51.52823315118397,0.09385834818066296,9.956761921825075,92.63752276867031,331.4553734061931,19679.127504553733,5.9081279771622714,0.02159472567444798,220.70127504553733,0.40200596547456713,0.6592701181682918,65.5580044897772,0.01522315214685172,5.5108636333972445,0.23411513859275054,313.2104936612685,1.4230373907081262,0.00302124483936527,272.3530357415918,0.029769828717510206,0.6717884602989114,0.933334585111237,0.27311194013877804,13.08816448450053,47.922344507713426,45.34313619501854,40.496913462633174,41.43669871020132,48.394214530251446,4524.333333333333,44.72758152866448,0.31949274921554377,4140.564118752034,0.9151766268515511,4690.0
IMG-FE253BFCC1,R1,dual-habitat,1,1,extractable,none,,1.5562541484832764,2.8214478492736816,104695.9894237287,3.032659098628352,0.6503323018550873,3.5997528632343463,5.327457427978516,2.1612901692746402,0.39225231167931934,2.1206939220428467,0.5167561769485474,4.810701251029968,0.27121241293725884,2.217777605923579,0.5092915765756013,209391.97884745736,0.14396319829548052,0.2473623135329201,53.20481437673456,438.60160361468786,15.745554370764411,11.374862883806268,3.6997304155619974,0.5071899157238782,1.4390812924237864,2.194055825468951,1.6068615446291845,0.5318996646015989,0.4780890962786871,0.9910773112296399,0.9359786225567598,-0.08301438405294223,0.6053931470147419,0.44778950850542726,7.161409449915761,0.02759959717357209,5.7078952314532625,0.538283224925432,0.05801613517586291,14.322818899831521,3.7777651477870267,3.7686483248420664,6.4677648257839655,1982.98149018134,0.09315895378095179,9.89178257474971,3064.4006389175984,4.076486107966925,55.701446960443484,44.234708258949546,2171.762801841586,1.1025284884227209,0.025431599912864953,0.11066754172104172,7.8391335986773285,0.0031764621498808136,2381.2504411479313,0.1375841806780373,4.394130504949946,56.8670702257627,1.830602015922589,98.58273800324986,0.046219328613403395,0.025550913109588826,3.92314557223409,12025.927616797704,0.6930502829293839,0.8130660094392124,0.3101073674186065,0.8582023187382978,49.60237217580416,0.022011556285046117,187.9008145663632,0.09003393127281419,10.534257177420448,77.58265452803066,20141.669381887878,951023.6286535697,461.0079277731155,0.03037292504697281,752.5783421178726,0.360602943036834,0.6229014150665496,49.71749476843773,0.019561519749340197,5.841584882583712,0.09804566381659306,20037.643066152785,12.784899589980535,0.0004022690589876921,197.85842230489473,0.021225031407706804,0.09177730101186513,0.7019142301678233,0.6122351815307151,41.49724323266636,67.77990629175316,71.55417527999327,70.49113419430843,48.02082881417188,75.59100475585703,42338.83333333329,47.57568074562313,0.29690065984998454,19786.343884270227,0.46733323349966926,42571.99999999999
IMG-7F272E52C4,R1,dual-habitat,1,1,extractable,none,,1.801528811454773,2.9274160861968994,40281.17691330114,2.905174811204157,0.5762010216712952,3.465732294282936,4.647319793701172,2.3856813700018464,0.35188313943914545,2.4011272192001343,0.8741502165794373,3.7731695771217346,0.24109024939244605,2.4274486323469384,-0.02069046029123925,80562.35382660227,0.15930835137421717,0.2010312635091346,51.49403624317075,255.1238504742692,-5.136827265770453,8.712806129281091,3.6814653122456593,0.4044232333580024,1.4549342015198197,2.1941241538456273,1.550363852243146,0.5261414178415703,0.4709874138452125,0.9863025880981613,0.9210681329150214,-0.056476303215269495,0.5080928872784631,0.44837223374544793,7.087721250499715,0.031441022388062144,5.540602247677752,0.4301213066084013,0.06441400260142519,14.175442500999427,3.5872717165477157,3.0985678603816877,6.231809642077362,654.8461088355764,0.0957937549496162,9.099261096983888,1089.0318899941485,3.3356482614842227,53.60532475131656,39.68812170860152,2074.6889994148623,0.9117992959086199,0.027180743492853515,0.12896192787570188,7.613050114562092,0.005074210919083172,856.2225915627647,0.15168404815515724,3.605445525480675,53.88904710772792,1.7485389965779445,93.08475287987902,0.04543930702200229,0.02791564632728455,3.747378010499553,4019.540869689913,0.7108651266715307,0.825741549264077,0.2771432891995824,0.8683147883420379,47.01927733879371,0.02474135115775377,82.7372986369269,0.10252453362692304,8.880293098338731,61.339529120198264,6342.527881040892,334378.2899628253,128.34225385957308,0.04344228873780971,310.9876084262701,0.38536258788881056,0.644822318709537,40.13900118525951,0.030246280786434914,5.463954224923297,0.11805149210064365,6270.772076425454,6.667328021195961,0.001112157812289931,104.14883204598365,0.03308086113636536,0.10094077275372833,0.8034115578959243,0.6322818310520752,24.67999358191629,39.03321647065267,38.27531841800928,41.86884283091664,40.44749683231336,43.28972164382672,13586.75,31.35973725437591,0.40036209041604637,6877.673672935779,0.5062044766361182,13671.999999999996
IMG-8EEA8E66A1,R1,dual-habitat,1,1,extractable,none,,1.8461537837982178,2.7055659770965574,27655.010070242177,2.4947947102150807,0.4397674798965454,3.425764474578042,4.117706775665283,2.286477965792074,0.26489445295171543,2.2951457500457764,0.5083188414573669,3.6093879342079163,0.1846613250883361,2.310808492544234,-0.02190748766735101,55310.020140484354,0.2092845581736304,0.11185440116189384,60.74561436500592,88.8490026815032,-1.8479577313584283,5.301817357505898,1.8704764916824481,0.4776544356924136,1.006929070375437,1.7888413678424906,0.8482471466352739,0.6110403075750237,0.5782881712596143,0.9919507089354447,0.9400650946179636,-0.09097327040782269,0.5877522585619969,0.4972378478490217,7.738693390861315,0.05420013397014941,4.703056373686083,0.5204468265091579,0.11418286175160061,15.47738678172263,3.240381956460251,1.7930734622970863,6.24877118547031,375.55531955976056,0.07251502598180355,14.685944891367516,1083.8847267812318,1.8772951692975193,60.97625024135934,73.98397374010426,4498.266074531763,1.3247882324410658,0.01910429922120812,0.0708920436469059,4.551063456827347,0.0018053843287279933,758.4475054047155,0.19727334024000273,2.0802143885155866,61.06597187863534,2.3419134889862607,142.57880553050967,0.04364479955158809,0.019443872183976276,3.6499415901951595,2315.598989470941,0.6001485176593678,0.7422876409167198,0.512948238450218,0.8022904396058353,49.06041348898562,0.015834055938611827,37.92307692307692,0.12683303318754824,6.386393888211542,65.3010033444816,16574.4381270903,1003590.1806020067,287.269334232467,0.02813627837925656,108.63210702341136,0.363318083690339,0.6254761600403025,42.21746594913707,0.019194910352251557,5.175738957570411,0.05773315311836262,16274.418653035204,3.9423539325311454,0.0015408315378016083,75.71139559978151,0.013089546036697618,0.1633189766842616,0.7459034952475554,0.4835703605527518,19.085580241435594,39.468052218129245,40.496913462633174,40.85339643163099,34.40930106817051,45.617978911828175,10280.75,29.43935810011563,0.5321108497218789,4296.99857009109,0.4179654762630246,10358.0
IMG-2586B3625A,R1,dual-habitat,1,1,extractable,none,,1.8682456016540527,3.196303367614746,10703.465828600001,3.1146662214336884,0.6782324314117432,3.0906495759017525,4.206015110015869,2.532783847202144,0.41258515058370904,2.553349494934082,0.8773244619369507,3.3286906480789185,0.2858163967725918,2.585631008681313,-0.1140905084620858,21406.9316572,0.1358539576100353,0.2704936964062503,58.17055050317294,364.21837490645146,-7.623813337851505,10.823923410201802,6.620337803812025,0.2413608237069432,1.987335561092686,2.5443217328869783,2.618873968463767,0.45451595772855286,0.38131938856730013,0.9694677329601986,0.8841510216309507,-0.04193393433077703,0.45322340905415814,0.3829129732061602,7.557617339935454,0.02033145695869839,6.0744159409712015,0.3072539833121051,0.04179309065704106,15.115234679870907,3.7398468563099923,4.361065303503457,5.816023878648483,242.32542161149283,0.15135878926389307,4.22333090537964,217.50218613366647,4.43400498049119,63.2948157401624,17.198625858838227,1017.8732042473454,0.36609354250576936,0.025112355982081724,0.2470296014897242,17.625109340602783,0.007714774631370631,190.77261120731134,0.132412038718482,4.624726612960691,63.71762811916402,1.3615411243722493,85.25569535131241,0.03329955621662707,0.025478226128384258,3.6423304807975887,1179.7815307254064,0.8178607638326271,0.8999183202805938,0.12409974472180224,0.9229888822660886,59.13850075102921,0.02377527349678902,43.3,0.0984090909090909,7.983863636363636,71.18636363636364,108.57045454545455,6181.334090909091,2.131047033429108,0.03238557896746394,166.5,0.3784090909090909,0.6385517273389159,47.83484800888167,0.02191870670958106,5.448639121767702,0.27482823235477827,95.33077995867767,2.0217519543154423,0.004214633297037376,110.43832340974434,0.06933330440928491,0.25458658510674126,0.8177526401352073,0.5920988573814466,19.56930795747742,33.05074433688752,42.720018726587654,36.6196668472011,28.600699292150182,43.55456348076513,3063.5833333333317,27.027333439923524,0.35559205212765854,2868.700513573686,0.936387296000986,3201.9999999999995
IMG-9E2C4ABE0B,R1,dual-habitat,1,1,extractable,none,,1.640172791481018,2.6169766426086425,41300.23103101162,2.710069266649145,0.5128556191921234,3.384797548696636,4.10768985748291,2.1384885348013136,0.3065769279583495,2.1427239179611206,0.7846376895904541,3.323052167892456,0.21130036618020495,2.1735560276706534,0.09818247561284697,82600.46206202323,0.18069414682291998,0.15121259194676104,38.25422817371053,136.62670767737688,-1.570543199190061,6.50375699644731,2.7058110661291765,0.41105353330914957,1.2536423070859266,2.0038712966410333,1.1227552187588379,0.5566735922283225,0.5094877135687134,0.9867872857123445,0.9220651312354313,-0.05961234565586007,0.5021091391913951,0.47382019226748323,6.107750640751172,0.04000062245276111,5.130772830458003,0.43368508935793965,0.07807166301287324,12.215501281502345,3.3890812558532035,2.3023920156441213,6.1371752058105145,771.0205902539465,0.08819727639601309,10.050466404136872,1579.6282315259666,2.5264739351063907,39.68039350263098,48.20956302905513,1843.5092656142758,1.516389063871647,0.03595866514670996,0.10594466548810617,4.943339875224847,0.005148580778117837,1200.6195633307018,0.17148033514754038,2.7617461308783686,40.01398825432966,1.900506508133924,74.5448125961181,0.0657529711440247,0.03686072383823359,3.648973153108376,4739.166787850138,0.6754855416667559,0.8008728859792691,0.3347327963040013,0.8484519342812032,34.199900023575154,0.03190797312512284,90.26675427069645,0.11861597144638167,7.9983077802393625,48.532194480946124,15134.507227332457,585182.8699080158,424.8461611323396,0.057605311909281864,341.6097240473062,0.4488958266061842,0.6962092243398768,35.65394155968146,0.03886953974287094,5.039738062678364,0.08705101807366736,15002.544193700454,10.617555232534398,0.0008519693268772228,81.88060233650697,0.025371452294690053,0.0727244196763857,0.585538736673515,0.4777396828907261,27.601404800127884,57.77498874097336,57.8013840664737,52.49761899362675,39.560080889704956,62.20128616033594,17376.08333333337,33.829493918716096,0.3828100185818358,8474.916404379004,0.48773456260543874,17483.999999999996
IMG-56F78D7F71,R1,dual-habitat,1,1,extractable,none,,1.6011043787002563,2.875432014465332,256166.70749725425,3.0895661471408213,0.6595256924629211,4.233529158156999,6.378269672393799,2.248693105189013,0.4008217767975278,2.2439181804656982,0.5400537252426147,5.838215947151184,0.27391129779097007,2.307006938493695,0.3380895353350724,512333.41499450844,0.14029511459824257,0.26566033293344654,56.544680138134595,531.7286622365133,0.2658594954967664,12.482662655330774,3.6007343557231195,0.5507025622288894,1.402997992100715,2.166046421586066,1.6150047451332874,0.5379520951768784,0.4861975272096888,0.993933894794002,0.9470027704175027,-0.10339263246465472,0.6706424496637464,0.4561103458948433,7.370376107069271,0.02664646352469931,5.761966858380918,0.5949584567882654,0.05375325329447826,14.740752214138537,3.857566106614066,4.020849252763474,6.563349340670633,4278.69121771831,0.08889678622339678,10.174860433337868,6752.544160728013,4.359380879653733,61.18036192890237,47.552824582909146,2545.0650516299265,1.175950390722823,0.024359823612686345,0.10563489958162864,8.92843691055826,0.002663215540894272,5230.791237991541,0.1352833881075809,4.672072572588615,62.694454110450074,1.889590871433786,111.23634618844325,0.046167929980585734,0.024334873821507234,4.0108803869937155,26320.818421298136,0.6793035865494068,0.803317228781067,0.33328018839225265,0.8506329820317811,54.38856979693127,0.020692691255401744,425.33153638814014,0.09553718247712042,10.329058121409238,94.03593890386344,48417.062219227315,2663874.225516622,971.7687025267636,0.025967618306639656,1699.1127583108714,0.38165156296290914,0.641753135716845,63.51200968627033,0.01665198827023715,5.781522859038535,0.09249755874592258,48300.18241955321,20.853255049648702,0.0001811806753253421,304.62211379455533,0.015654115258642468,0.07737799147305223,0.6834709567157436,0.5644736682542918,48.296352568542616,85.559974334862,79.12016177940991,91.78779875342907,81.49233092751734,97.75479527879949,95778.24999999987,58.477757515222606,0.2743431126517261,36900.70479304762,0.3852722804295095,96261.99999999999
IMG-03F1BA49E0,R1,dual-habitat,1,1,extractable,none,,2.084703826904297,3.1154467105865478,15923.628795593457,2.8448308624201455,0.49054551124572754,4.907409077060767,4.938586235046387,2.6156510894824274,0.3278998624797487,2.633733034133911,0.8360210061073303,4.102565228939056,0.2093287859011619,2.652642634330475,0.00522128062713541,31847.257591186906,0.17552027671806966,0.19488232355711252,63.39824500382857,236.02712371648585,-6.199259394979484,7.37941959846621,4.718113549366759,0.21915853537467614,1.6030011370885677,2.3387335584737206,2.1328499056436114,0.5126196973635396,0.4547253595887737,0.9847117837556684,0.9190172527214509,-0.04300308384830176,0.4548932486073438,0.43193868851205164,7.9203439024850875,0.03659004015092057,5.463083038753327,0.32708713275158924,0.08340078588283427,15.840687804970173,3.422953953185571,3.0243832869582423,5.756018924836749,291.2704374723818,0.12870987073459203,7.0466973458599,397.2023862129916,3.232463525417732,67.5581087052585,23.64250994255413,1531.107379584622,0.40418922096732235,0.020277994045458325,0.2348194472565885,17.295868658404114,0.0063776180602811644,333.48355421198056,0.16706215901846663,3.4695621114338007,67.91455988268538,1.4560536769973322,97.53992400865043,0.028549499670231092,0.020670263945437736,3.4618666489048096,1587.6855217977927,0.7935759385452796,0.8817770828376219,0.1638685580678729,0.910653679325372,62.11802681576706,0.01910265431870188,71.0224358974359,0.11381800624589086,6.571373171433267,73.03044871794872,141.07532051282053,9522.47435897436,2.199138432935714,0.02646083824462327,218.8846153846154,0.35077662721893493,0.6141773054209143,46.832754405480465,0.018580162059419092,5.448149331525105,0.275740167918692,127.92307435486522,1.812313695252625,0.0029240080050229257,152.04513070709535,0.028580989105710726,0.3522420102506236,0.8771324483725328,0.5748539300831904,28.026289422513507,48.75375805199359,49.03060268852505,51.61395160225575,42.426406871192846,53.71219600798313,4175.083333333349,42.76350316750722,0.25371220183924387,4942.19111571566,1.1837347236300213,4525.999999999999
IMG-2F73457616,R1,single-H-low,1,1,extractable,none,,1.2965816259384155,2.15779185295105,21063.481854316226,2.512362574399999,0.44773292541503906,3.334951287885887,3.267072916030884,1.7223572473452062,0.2684113148618515,1.7110739350318909,0.6287227272987366,2.638350188732147,0.1866509960196628,1.755351337168209,0.29980101124458713,42126.963708632444,0.20665424433548207,0.11474382941566334,30.698717882370616,87.00808028738334,1.9991805524258872,5.263393260122408,1.8219238186790572,0.48367835183535646,0.9969411867004805,1.7795354874421652,0.8204579015015004,0.6130026708570804,0.5806774166306642,0.9878880391510679,0.9275828987664253,-0.09067604060526349,0.5847944330787711,0.49751390468869994,5.462393028612286,0.05503284860919952,4.677733973553577,0.4990447713431456,0.10698722593631492,10.924786057224573,3.2354970617093213,1.7713292697003666,6.184219403296254,523.3572264482153,0.07655898572969796,13.771487026484575,1412.6884142773552,1.9326503818801164,31.332650672908134,62.82884727911059,1858.633118782914,2.49207741047314,0.043453024859511545,0.08888955368847172,3.1323218433792737,0.0055740857505461126,1024.4277551542984,0.19479965061729632,2.1416618924911406,31.74961335990665,2.1426444796906834,65.87373445742085,0.09019203192899362,0.044399674845521604,3.572419799736302,3350.604677953956,0.633869409824509,0.7690732322095692,0.4325883709748423,0.8228653021640179,26.41974215787978,0.037187196195830934,63.97709923664122,0.12209370083328477,5.960823232911835,37.12022900763359,13717.507633587786,411342.2633587786,500.7187952385271,0.06940580596447986,198.74427480916032,0.37928296719305404,0.6388601071808617,23.43714820042033,0.04972177862268772,5.2169537096999195,0.07665301345816267,13547.31469611328,10.882160083184017,0.001114623739683149,48.63904824271361,0.021947270717519132,0.07031504103308227,0.4105755067663801,0.39243560682270456,25.775369013817045,65.68050545286502,42.720018726587654,58.13776741499453,39.293765408777,72.49827584156743,13540.999999999969,26.96680681098205,0.32363769517345126,8489.04528323673,0.6269142074615427,13671.999999999996
